ancestor_concept_id,descendant_concept_id,min_levels_of_separation,max_levels_of_separation
916135428,35805574,0,1
916135428,35803077,0,1
916135428,35807313,0,1
916135428,35805553,0,1
916135429,35805605,0,1
916135429,35805579,0,1
916135429,35101447,0,1
916135429,35805552,0,1
916135429,35805616,0,1
916135429,35805556,0,1
916135429,35805563,0,1
916135429,35805584,0,1
916135429,35805574,0,1
916135429,35803077,0,1
916135429,35807313,0,1
916135429,35805553,0,1
916135430,35805605,0,1
916135430,35805579,0,1
916135430,35101447,0,1
916135430,35805552,0,1
916135430,35805616,0,1
916135430,35805556,0,1
916135430,35805563,0,1
916135430,35805584,0,1
916135430,35805574,0,1
916135430,35803077,0,1
916135430,35807313,0,1
916135430,35805553,0,1
916135431,35805605,0,1
916135431,35805579,0,1
916135431,35101447,0,1
916135431,35805552,0,1
916135431,35805616,0,1
916135431,35805556,0,1
916135431,35805563,0,1
916135431,35805584,0,1
916135431,35805574,0,1
916135431,35803077,0,1
916135431,35807313,0,1
916135431,35805553,0,1
916135432,35805605,0,1
916135432,35805579,0,1
916135432,35101447,0,1
916135432,35805552,0,1
916135432,35805616,0,1
916135432,35805556,0,1
916135432,35805563,0,1
916135432,35805584,0,1
916135432,35805574,0,1
916135432,35803077,0,1
916135432,35807313,0,1
916135432,35805553,0,1
916135433,35805605,0,1
916135433,35805579,0,1
916135433,35101447,0,1
916135433,35805552,0,1
916135433,35805616,0,1
916135433,35805556,0,1
916135433,35805563,0,1
916135433,35805584,0,1
916135433,35805574,0,1
916135433,35803077,0,1
916135433,35807313,0,1
916135433,35805553,0,1
916135434,35805605,0,1
916135434,35805579,0,1
916135434,35101447,0,1
916135434,35805552,0,1
916135434,35805616,0,1
916135434,35805556,0,1
916135434,35805563,0,1
916135434,35805584,0,1
916135434,35805574,0,1
916135434,35803077,0,1
916135434,35807313,0,1
916135434,35805553,0,1
916135435,35805605,0,1
916135435,35805579,0,1
916135435,35101447,0,1
916135435,35805552,0,1
916135435,35805616,0,1
916135435,35805556,0,1
916135435,35805563,0,1
916135435,35805584,0,1
916135435,35805574,0,1
916135435,35803077,0,1
916135435,35807313,0,1
916135435,35805553,0,1
916135436,35805605,0,1
916135436,35805579,0,1
916135436,35101447,0,1
916135436,35805552,0,1
916135436,35805616,0,1
916135436,35805556,0,1
916135436,35805563,0,1
916135436,35805584,0,1
916135436,35805574,0,1
916135436,35803077,0,1
916135436,35807313,0,1
916135436,35805553,0,1
916135437,35101782,0,1
916135437,35101596,0,1
916135437,35100748,0,1
916135437,35101182,0,1
916135437,35100620,0,1
916135437,35100150,0,1
916135437,35100872,0,1
916135437,35101566,0,1
916135437,35100518,0,1
916135437,35100148,0,1
916135437,35101004,0,1
916135437,35101382,0,1
916135437,35101179,0,1
916135437,35101181,0,1
916135437,35100266,0,1
916135437,35100252,0,1
916135437,35101193,0,1
916135437,35100521,0,1
916135437,35100288,0,1
916135437,35100140,0,1
916135437,35100388,0,1
916135437,35100825,0,1
916135437,35100782,0,1
916135437,35100137,0,1
916135437,35100139,0,1
916135437,35803366,0,1
916135437,35101759,0,1
916135437,35101184,0,1
916135437,35101780,0,1
916135437,35100761,0,1
916135437,35101288,0,1
916135437,35100814,0,1
916135437,35100244,0,1
916135437,35101303,0,1
916135437,35101349,0,1
916135437,35101838,0,1
916135437,35101718,0,1
916135437,35101591,0,1
916135437,35100798,0,1
916135437,35100161,0,1
916135438,35101782,0,1
916135438,35101596,0,1
916135438,35100748,0,1
916135438,35101182,0,1
916135438,35100620,0,1
916135438,35100150,0,1
916135438,35100872,0,1
916135438,35101566,0,1
916135438,35100518,0,1
916135438,35100148,0,1
916135438,35101004,0,1
916135438,35101382,0,1
916135438,35101179,0,1
916135438,35101181,0,1
916135438,35100266,0,1
916135438,35100252,0,1
916135438,35101193,0,1
916135438,35100521,0,1
916135438,35100288,0,1
916135438,35100140,0,1
916135438,35100388,0,1
916135438,35100825,0,1
916135438,35100782,0,1
916135438,35100137,0,1
916135438,35100139,0,1
916135438,35803366,0,1
916135438,35101759,0,1
916135438,35101184,0,1
916135438,35101780,0,1
916135438,35100761,0,1
916135438,35101288,0,1
916135438,35100814,0,1
916135438,35100244,0,1
916135438,35101303,0,1
916135438,35101349,0,1
916135438,35101838,0,1
916135438,35101718,0,1
916135438,35101591,0,1
916135438,35100798,0,1
916135438,35100161,0,1
916135439,35101782,0,1
916135439,35101596,0,1
916135439,35100748,0,1
916135439,35101182,0,1
916135439,35100620,0,1
916135439,35100150,0,1
916135439,35100872,0,1
916135439,35101566,0,1
916135439,35100518,0,1
916135439,35100148,0,1
916135439,35101004,0,1
916135439,35101382,0,1
916135439,35101179,0,1
916135439,35101181,0,1
916135439,35100266,0,1
916135439,35100252,0,1
916135439,35101193,0,1
916135439,35100521,0,1
916135439,35100288,0,1
916135439,35100140,0,1
916135439,35100388,0,1
916135439,35100825,0,1
916135439,35100782,0,1
916135439,35100137,0,1
916135439,35100139,0,1
916135439,35803366,0,1
916135439,35101759,0,1
916135439,35101184,0,1
916135439,35101780,0,1
916135439,35100761,0,1
916135439,35101288,0,1
916135439,35100814,0,1
916135439,35100244,0,1
916135439,35101303,0,1
916135439,35101349,0,1
916135439,35101838,0,1
916135439,35101718,0,1
916135439,35101591,0,1
916135439,35100798,0,1
916135439,35100161,0,1
916135440,35101782,0,1
916135440,35101596,0,1
916135440,35100748,0,1
916135440,35101182,0,1
916135440,35100620,0,1
916135440,35100150,0,1
916135440,35100872,0,1
916135440,35101566,0,1
916135440,35100518,0,1
916135440,35100148,0,1
916135440,35101004,0,1
916135440,35101382,0,1
916135440,35101179,0,1
916135440,35101181,0,1
916135440,35100266,0,1
916135440,35100252,0,1
916135440,35101193,0,1
916135440,35100521,0,1
916135440,35100288,0,1
916135440,35100140,0,1
916135440,35100388,0,1
916135440,35100825,0,1
916135440,35100782,0,1
916135440,35100137,0,1
916135440,35100139,0,1
916135440,35803366,0,1
916135440,35101759,0,1
916135440,35101184,0,1
916135440,35101780,0,1
916135440,35100761,0,1
916135440,35101288,0,1
916135440,35100814,0,1
916135440,35100244,0,1
916135440,35101303,0,1
916135440,35101349,0,1
916135440,35101838,0,1
916135440,35101718,0,1
916135440,35101591,0,1
916135440,35100798,0,1
916135440,35100161,0,1
916135441,35101782,0,1
916135441,35101596,0,1
916135441,35100748,0,1
916135441,35101182,0,1
916135441,35100620,0,1
916135441,35100150,0,1
916135441,35100872,0,1
916135441,35101566,0,1
916135441,35100518,0,1
916135441,35100148,0,1
916135441,35101004,0,1
916135441,35101382,0,1
916135441,35101179,0,1
916135441,35101181,0,1
916135441,35100266,0,1
916135441,35100252,0,1
916135441,35101193,0,1
916135441,35100521,0,1
916135441,35100288,0,1
916135441,35100140,0,1
916135441,35100388,0,1
916135441,35100825,0,1
916135441,35100782,0,1
916135441,35100137,0,1
916135441,35100139,0,1
916135441,35803366,0,1
916135441,35101759,0,1
916135441,35101184,0,1
916135441,35101780,0,1
916135441,35100761,0,1
916135441,35101288,0,1
916135441,35100814,0,1
916135441,35100244,0,1
916135441,35101303,0,1
916135441,35101349,0,1
916135441,35101838,0,1
916135441,35101718,0,1
916135441,35101591,0,1
916135441,35100798,0,1
916135441,35100161,0,1
916135442,35101782,0,1
916135442,35101596,0,1
916135442,35100748,0,1
916135442,35101182,0,1
916135442,35100620,0,1
916135442,35100150,0,1
916135442,35100872,0,1
916135442,35101566,0,1
916135442,35100518,0,1
916135442,35100148,0,1
916135442,35101004,0,1
916135442,35101382,0,1
916135442,35101179,0,1
916135442,35101181,0,1
916135442,35100266,0,1
916135442,35100252,0,1
916135442,35101193,0,1
916135442,35100521,0,1
916135442,35100288,0,1
916135442,35100140,0,1
916135442,35100388,0,1
916135442,35100825,0,1
916135442,35100782,0,1
916135442,35100137,0,1
916135442,35100139,0,1
916135442,35803366,0,1
916135442,35101759,0,1
916135442,35101184,0,1
916135442,35101780,0,1
916135442,35100761,0,1
916135442,35101288,0,1
916135442,35100814,0,1
916135442,35100244,0,1
916135442,35101303,0,1
916135442,35101349,0,1
916135442,35101838,0,1
916135442,35101718,0,1
916135442,35101591,0,1
916135442,35100798,0,1
916135442,35100161,0,1
916135443,35101782,0,1
916135443,35101596,0,1
916135443,35100748,0,1
916135443,35101182,0,1
916135443,35100620,0,1
916135443,35100150,0,1
916135443,35100872,0,1
916135443,35101566,0,1
916135443,35100518,0,1
916135443,35100148,0,1
916135443,35101004,0,1
916135443,35101382,0,1
916135443,35101179,0,1
916135443,35101181,0,1
916135443,35100266,0,1
916135443,35100252,0,1
916135443,35101193,0,1
916135443,35100521,0,1
916135443,35100288,0,1
916135443,35100140,0,1
916135443,35100388,0,1
916135443,35100825,0,1
916135443,35100782,0,1
916135443,35100137,0,1
916135443,35100139,0,1
916135443,35803366,0,1
916135443,35101759,0,1
916135443,35101184,0,1
916135443,35101780,0,1
916135443,35100761,0,1
916135443,35101288,0,1
916135443,35100814,0,1
916135443,35100244,0,1
916135443,35101303,0,1
916135443,35101349,0,1
916135443,35101838,0,1
916135443,35101718,0,1
916135443,35101591,0,1
916135443,35100798,0,1
916135443,35100161,0,1
916135417,35101782,0,1
916135417,35101596,0,1
916135417,35100748,0,1
916135417,35101182,0,1
916135417,35100620,0,1
916135417,35100150,0,1
916135417,35100872,0,1
916135417,35101566,0,1
916135417,35100518,0,1
916135417,35100148,0,1
916135417,35101004,0,1
916135417,35101382,0,1
916135417,35101179,0,1
916135417,35101181,0,1
916135417,35100266,0,1
916135417,35100252,0,1
916135417,35101193,0,1
916135417,35100521,0,1
916135417,35100288,0,1
916135417,35100140,0,1
916135417,35100388,0,1
916135417,35100825,0,1
916135417,35100782,0,1
916135417,35100137,0,1
916135417,35100139,0,1
916135417,35803366,0,1
916135417,35101759,0,1
916135417,35101184,0,1
916135417,35101780,0,1
916135417,35100761,0,1
916135417,35101288,0,1
916135417,35100814,0,1
916135417,35100244,0,1
916135417,35101303,0,1
916135417,35101349,0,1
916135417,35101838,0,1
916135417,35101718,0,1
916135417,35101591,0,1
916135417,35100798,0,1
916135417,35100161,0,1
916135421,35101782,0,1
916135421,35101596,0,1
916135421,35100748,0,1
916135421,35101182,0,1
916135421,35100620,0,1
916135421,35100150,0,1
916135421,35100872,0,1
916135421,35101566,0,1
916135421,35100518,0,1
916135421,35100148,0,1
916135421,35101004,0,1
916135421,35101382,0,1
916135421,35101179,0,1
916135421,35101181,0,1
916135421,35100266,0,1
916135421,35100252,0,1
916135421,35101193,0,1
916135421,35100521,0,1
916135421,35100288,0,1
916135421,35100140,0,1
916135421,35100388,0,1
916135421,35100825,0,1
916135421,35100782,0,1
916135421,35100137,0,1
916135421,35100139,0,1
916135421,35803366,0,1
916135421,35101759,0,1
916135421,35101184,0,1
916135421,35101780,0,1
916135421,35100761,0,1
916135421,35101288,0,1
916135421,35100814,0,1
916135421,35100244,0,1
916135421,35101303,0,1
916135421,35101349,0,1
916135421,35101838,0,1
916135421,35101718,0,1
916135421,35101591,0,1
916135421,35100798,0,1
916135421,35100161,0,1
916135444,35101782,0,1
916135444,35101596,0,1
916135444,35100748,0,1
916135444,35101182,0,1
916135444,35100620,0,1
916135444,35100150,0,1
916135444,35100872,0,1
916135444,35101566,0,1
916135444,35100518,0,1
916135444,35100148,0,1
916135444,35101004,0,1
916135444,35101382,0,1
916135444,35101179,0,1
916135444,35101181,0,1
916135444,35100266,0,1
916135444,35100252,0,1
916135444,35101193,0,1
916135444,35100521,0,1
916135444,35100288,0,1
916135444,35100140,0,1
916135444,35100388,0,1
916135444,35100825,0,1
916135444,35100782,0,1
916135444,35100137,0,1
916135444,35100139,0,1
916135444,35803366,0,1
916135444,35101759,0,1
916135444,35101184,0,1
916135444,35101780,0,1
916135444,35100761,0,1
916135444,35101288,0,1
916135444,35100814,0,1
916135444,35100244,0,1
916135444,35101303,0,1
916135444,35101349,0,1
916135444,35101838,0,1
916135444,35101718,0,1
916135444,35101591,0,1
916135444,35100798,0,1
916135444,35100161,0,1
916135445,35804877,0,1
916135445,35804845,0,1
916135445,35804848,0,1
916135445,35804856,0,1
916135445,35804833,0,1
916135445,35804846,0,1
916135445,35804875,0,1
916135445,35804861,0,1
916135445,35802975,0,1
916135445,35804837,0,1
916135445,35804847,0,1
916135445,35100170,0,1
916135445,35804836,0,1
916135445,35804865,0,1
916135445,35804872,0,1
916135446,35804877,0,1
916135446,35804845,0,1
916135446,35804848,0,1
916135446,35804856,0,1
916135446,35804833,0,1
916135446,35804846,0,1
916135446,35804875,0,1
916135446,35804861,0,1
916135446,35802975,0,1
916135446,35804837,0,1
916135446,35804847,0,1
916135446,35100170,0,1
916135446,35804836,0,1
916135446,35804865,0,1
916135446,35804872,0,1
916135427,35804877,0,1
916135427,35804845,0,1
916135427,35804848,0,1
916135427,35804856,0,1
916135427,35804833,0,1
916135427,35804846,0,1
916135427,35804875,0,1
916135427,35804861,0,1
916135427,35802975,0,1
916135427,35804837,0,1
916135427,35804847,0,1
916135427,35100170,0,1
916135427,35804836,0,1
916135427,35804865,0,1
916135427,35804872,0,1
916135447,35804877,0,1
916135447,35804845,0,1
916135447,35804848,0,1
916135447,35804856,0,1
916135447,35804833,0,1
916135447,35804846,0,1
916135447,35804875,0,1
916135447,35804861,0,1
916135447,35802975,0,1
916135447,35804837,0,1
916135447,35804847,0,1
916135447,35100170,0,1
916135447,35804836,0,1
916135447,35804865,0,1
916135447,35804872,0,1
916135448,35804877,0,1
916135448,35804845,0,1
916135448,35804848,0,1
916135448,35804856,0,1
916135448,35804833,0,1
916135448,35804846,0,1
916135448,35804875,0,1
916135448,35804861,0,1
916135448,35802975,0,1
916135448,35804837,0,1
916135448,35804847,0,1
916135448,35100170,0,1
916135448,35804836,0,1
916135448,35804865,0,1
916135448,35804872,0,1
916135417,35804877,0,1
916135417,35804845,0,1
916135417,35804848,0,1
916135417,35804856,0,1
916135417,35804833,0,1
916135417,35804846,0,1
916135417,35804875,0,1
916135417,35804861,0,1
916135417,35802975,0,1
916135417,35804837,0,1
916135417,35804847,0,1
916135417,35100170,0,1
916135417,35804836,0,1
916135417,35804865,0,1
916135417,35804872,0,1
916135449,35804877,0,1
916135449,35804845,0,1
916135449,35804848,0,1
916135449,35804856,0,1
916135449,35804833,0,1
916135449,35804846,0,1
916135449,35804875,0,1
916135449,35804861,0,1
916135449,35802975,0,1
916135449,35804837,0,1
916135449,35804847,0,1
916135449,35100170,0,1
916135449,35804836,0,1
916135449,35804865,0,1
916135449,35804872,0,1
916135421,35804877,0,1
916135421,35804845,0,1
916135421,35804848,0,1
916135421,35804856,0,1
916135421,35804833,0,1
916135421,35804846,0,1
916135421,35804875,0,1
916135421,35804861,0,1
916135421,35802975,0,1
916135421,35804837,0,1
916135421,35804847,0,1
916135421,35100170,0,1
916135421,35804836,0,1
916135421,35804865,0,1
916135421,35804872,0,1
916135428,35804877,0,1
916135428,35804845,0,1
916135428,35804848,0,1
916135428,35804856,0,1
916135428,35804833,0,1
916135428,35804846,0,1
916135428,35804875,0,1
916135428,35804861,0,1
916135428,35802975,0,1
916135428,35804837,0,1
916135428,35804847,0,1
916135428,35100170,0,1
916135428,35804836,0,1
916135428,35804865,0,1
916135428,35804872,0,1
916135429,35804877,0,1
916135429,35804845,0,1
916135429,35804848,0,1
916135429,35804856,0,1
916135429,35804833,0,1
916135429,35804846,0,1
916135429,35804875,0,1
916135429,35804861,0,1
916135429,35802975,0,1
916135429,35804837,0,1
916135429,35804847,0,1
916135429,35100170,0,1
916135429,35804836,0,1
916135429,35804865,0,1
916135429,35804872,0,1
916135450,35804877,0,1
916135450,35804845,0,1
916135450,35804848,0,1
916135450,35804856,0,1
916135450,35804833,0,1
916135450,35804846,0,1
916135450,35804875,0,1
916135450,35804861,0,1
916135450,35802975,0,1
916135450,35804837,0,1
916135450,35804847,0,1
916135450,35100170,0,1
916135450,35804836,0,1
916135450,35804865,0,1
916135450,35804872,0,1
916135430,35804877,0,1
916135430,35804845,0,1
916135430,35804848,0,1
916135430,35804856,0,1
916135430,35804833,0,1
916135430,35804846,0,1
916135430,35804875,0,1
916135430,35804861,0,1
916135430,35802975,0,1
916135430,35804837,0,1
916135430,35804847,0,1
916135430,35100170,0,1
916135430,35804836,0,1
916135430,35804865,0,1
916135430,35804872,0,1
916135451,35804877,0,1
916135451,35804845,0,1
916135451,35804848,0,1
916135451,35804856,0,1
916135451,35804833,0,1
916135451,35804846,0,1
916135451,35804875,0,1
916135451,35804861,0,1
916135451,35802975,0,1
916135451,35804837,0,1
916135451,35804847,0,1
916135451,35100170,0,1
916135451,35804836,0,1
916135451,35804865,0,1
916135451,35804872,0,1
916135431,35804877,0,1
916135431,35804845,0,1
916135431,35804848,0,1
916135431,35804856,0,1
916135431,35804833,0,1
916135431,35804846,0,1
916135431,35804875,0,1
916135431,35804861,0,1
916135431,35802975,0,1
916135431,35804837,0,1
916135431,35804847,0,1
916135431,35100170,0,1
916135431,35804836,0,1
916135431,35804865,0,1
916135431,35804872,0,1
916135432,35804877,0,1
916135432,35804845,0,1
916135432,35804848,0,1
916135432,35804856,0,1
916135432,35804833,0,1
916135432,35804846,0,1
916135432,35804875,0,1
916135432,35804861,0,1
916135432,35802975,0,1
916135432,35804837,0,1
916135432,35804847,0,1
916135432,35100170,0,1
916135432,35804836,0,1
916135432,35804865,0,1
916135432,35804872,0,1
916135434,35804877,0,1
916135434,35804845,0,1
916135434,35804848,0,1
916135434,35804856,0,1
916135434,35804833,0,1
916135434,35804846,0,1
916135434,35804875,0,1
916135434,35804861,0,1
916135434,35802975,0,1
916135434,35804837,0,1
916135434,35804847,0,1
916135434,35100170,0,1
916135434,35804836,0,1
916135434,35804865,0,1
916135434,35804872,0,1
916135452,35804877,0,1
916135452,35804845,0,1
916135452,35804848,0,1
916135452,35804856,0,1
916135452,35804833,0,1
916135452,35804846,0,1
916135452,35804875,0,1
916135452,35804861,0,1
916135452,35802975,0,1
916135452,35804837,0,1
916135452,35804847,0,1
916135452,35100170,0,1
916135452,35804836,0,1
916135452,35804865,0,1
916135452,35804872,0,1
916135453,35804877,0,1
916135453,35804845,0,1
916135453,35804848,0,1
916135453,35804856,0,1
916135453,35804833,0,1
916135453,35804846,0,1
916135453,35804875,0,1
916135453,35804861,0,1
916135453,35802975,0,1
916135453,35804837,0,1
916135453,35804847,0,1
916135453,35100170,0,1
916135453,35804836,0,1
916135453,35804865,0,1
916135453,35804872,0,1
916135454,35804877,0,1
916135454,35804845,0,1
916135454,35804848,0,1
916135454,35804856,0,1
916135454,35804833,0,1
916135454,35804846,0,1
916135454,35804875,0,1
916135454,35804861,0,1
916135454,35802975,0,1
916135454,35804837,0,1
916135454,35804847,0,1
916135454,35100170,0,1
916135454,35804836,0,1
916135454,35804865,0,1
916135454,35804872,0,1
916135455,35804877,0,1
916135455,35804845,0,1
916135455,35804848,0,1
916135455,35804856,0,1
916135455,35804833,0,1
916135455,35804846,0,1
916135455,35804875,0,1
916135455,35804861,0,1
916135455,35802975,0,1
916135455,35804837,0,1
916135455,35804847,0,1
916135455,35100170,0,1
916135455,35804836,0,1
916135455,35804865,0,1
916135455,35804872,0,1
916135456,35100237,0,1
916135457,35100237,0,1
916135458,35100237,0,1
916135459,35100237,0,1
916135417,35100237,0,1
916135460,35100237,0,1
916135461,35100237,0,1
916135462,35100237,0,1
916135463,35100237,0,1
916135421,35100237,0,1
916135464,35100237,0,1
916135465,35100237,0,1
916135432,35100237,0,1
916135466,35806756,0,1
916135466,35806791,0,1
916135466,35806790,0,1
916135466,35806770,0,1
916135466,35804735,0,1
916135466,35803268,0,1
916135466,35806793,0,1
916135466,35806761,0,1
916135466,35806749,0,1
916135466,35806809,0,1
916135466,35806807,0,1
916135466,35806733,0,1
916135466,35807155,0,1
916135466,35806799,0,1
916135466,35806774,0,1
916135466,35806769,0,1
916135466,35806751,0,1
916135466,35806740,0,1
916135466,35806753,0,1
916135466,35806776,0,1
916135466,35806752,0,1
916135466,35806750,0,1
916135466,35806801,0,1
916135466,35806744,0,1
916135466,35806743,0,1
916135466,35806772,0,1
916135466,35806805,0,1
916135466,35806764,0,1
916135466,35806734,0,1
916135466,35806773,0,1
916135466,35806768,0,1
916135466,35806742,0,1
916135466,35806758,0,1
916135466,35100548,0,1
916135467,35806756,0,1
916135467,35806791,0,1
916135467,35806790,0,1
916135467,35806770,0,1
916135467,35804735,0,1
916135467,35803268,0,1
916135467,35806793,0,1
916135467,35806761,0,1
916135467,35806749,0,1
916135467,35806809,0,1
916135467,35806807,0,1
916135467,35806733,0,1
916135467,35807155,0,1
916135467,35806799,0,1
916135467,35806774,0,1
916135467,35806769,0,1
916135467,35806751,0,1
916135467,35806740,0,1
916135467,35806753,0,1
916135467,35806776,0,1
916135467,35806752,0,1
916135467,35806750,0,1
916135467,35806801,0,1
916135467,35806744,0,1
916135467,35806743,0,1
916135467,35806772,0,1
916135467,35806805,0,1
916135467,35806764,0,1
916135467,35806734,0,1
916135467,35806773,0,1
916135467,35806768,0,1
916135467,35806742,0,1
916135467,35806758,0,1
916135467,35100548,0,1
916135427,35806756,0,1
916135427,35806791,0,1
916135427,35806790,0,1
916135427,35806770,0,1
916135427,35804735,0,1
916135427,35803268,0,1
916135427,35806793,0,1
916135427,35806761,0,1
916135427,35806749,0,1
916135427,35806809,0,1
916135427,35806807,0,1
916135427,35806733,0,1
916135427,35807155,0,1
916135427,35806799,0,1
916135427,35806774,0,1
916135427,35806769,0,1
916135427,35806751,0,1
916135427,35806740,0,1
916135427,35806753,0,1
916135427,35806776,0,1
916135427,35806752,0,1
916135427,35806750,0,1
916135427,35806801,0,1
916135427,35806744,0,1
916135427,35806743,0,1
916135427,35806772,0,1
916135427,35806805,0,1
916135427,35806764,0,1
916135427,35806734,0,1
916135427,35806773,0,1
916135427,35806768,0,1
916135427,35806742,0,1
916135427,35806758,0,1
916135427,35100548,0,1
916135468,35806756,0,1
916135468,35806791,0,1
916135468,35806790,0,1
916135468,35806770,0,1
916135468,35804735,0,1
916135468,35803268,0,1
916135468,35806793,0,1
916135468,35806761,0,1
916135468,35806749,0,1
916135468,35806809,0,1
916135468,35806807,0,1
916135468,35806733,0,1
916135468,35807155,0,1
916135468,35806799,0,1
916135468,35806774,0,1
916135468,35806769,0,1
916135468,35806751,0,1
916135468,35806740,0,1
916135468,35806753,0,1
916135468,35806776,0,1
916135468,35806752,0,1
916135468,35806750,0,1
916135468,35806801,0,1
916135468,35806744,0,1
916135468,35806743,0,1
916135468,35806772,0,1
916135468,35806805,0,1
916135468,35806764,0,1
916135468,35806734,0,1
916135468,35806773,0,1
916135468,35806768,0,1
916135468,35806742,0,1
916135468,35806758,0,1
916135468,35100548,0,1
916135443,35806756,0,1
916135443,35806791,0,1
916135443,35806790,0,1
916135443,35806770,0,1
916135443,35804735,0,1
916135443,35803268,0,1
916135443,35806793,0,1
916135443,35806761,0,1
916135443,35806749,0,1
916135443,35806809,0,1
916135443,35806807,0,1
916135443,35806733,0,1
916135443,35807155,0,1
916135443,35806799,0,1
916135443,35806774,0,1
916135443,35806769,0,1
916135443,35806751,0,1
916135443,35806740,0,1
916135443,35806753,0,1
916135443,35806776,0,1
916135443,35806752,0,1
916135443,35806750,0,1
916135443,35806801,0,1
916135443,35806744,0,1
916135443,35806743,0,1
916135443,35806772,0,1
916135443,35806805,0,1
916135443,35806764,0,1
916135443,35806734,0,1
916135443,35806773,0,1
916135443,35806768,0,1
916135443,35806742,0,1
916135443,35806758,0,1
916135443,35100548,0,1
916135417,35806756,0,1
916135417,35806791,0,1
916135417,35806790,0,1
916135417,35806770,0,1
916135417,35804735,0,1
916135417,35803268,0,1
916135417,35806793,0,1
916135417,35806761,0,1
916135417,35806749,0,1
