ancestor_concept_id,descendant_concept_id,min_levels_of_separation,max_levels_of_separation
916135457,35101072,0,1
916135457,35100933,0,1
916135457,35101699,0,1
916135457,35100650,0,1
916135457,35101679,0,1
916135457,35100962,0,1
916135457,35101080,0,1
916135457,35806763,0,1
916135457,35101407,0,1
916135457,35100077,0,1
916135457,35802969,0,1
916135457,35101428,0,1
916135457,35100552,0,1
916135457,35100934,0,1
916135457,35100960,0,1
916135457,35101380,0,1
916135457,35807331,0,1
916135457,35101142,0,1
916135457,35100247,0,1
916135457,35101313,0,1
916135457,35101097,0,1
916135457,35100909,0,1
916135457,35101688,0,1
916135457,35100551,0,1
916135457,35100961,0,1
916135457,35100624,0,1
916135457,35806803,0,1
916135457,35803008,0,1
916135457,35100819,0,1
916135457,35101840,0,1
916135457,35101146,0,1
916135457,35101071,0,1
916135457,35100559,0,1
916135457,35803108,0,1
916135457,35100964,0,1
916135457,35803267,0,1
916135457,35100963,0,1
916135457,35807107,0,1
916135457,35101379,0,1
916135427,35805018,0,1
916135427,35807196,0,1
916135427,35101096,0,1
916135427,35805396,0,1
916135427,35100943,0,1
916135427,35101115,0,1
916135427,35100968,0,1
916135427,35100906,0,1
916135427,35803181,0,1
916135427,35807372,0,1
916135427,35100944,0,1
916135427,35101677,0,1
916135427,35100610,0,1
916135427,35101132,0,1
916135427,35101678,0,1
916135427,35101072,0,1
916135427,35100933,0,1
916135427,35101699,0,1
916135427,35100650,0,1
916135427,35101679,0,1
916135427,35100962,0,1
916135427,35101080,0,1
916135427,35806763,0,1
916135427,35101407,0,1
916135427,35100077,0,1
916135427,35802969,0,1
916135427,35101428,0,1
916135427,35100552,0,1
916135427,35100934,0,1
916135427,35100960,0,1
916135427,35101380,0,1
916135427,35807331,0,1
916135427,35101142,0,1
916135427,35100247,0,1
916135427,35101313,0,1
916135427,35101097,0,1
916135427,35100909,0,1
916135427,35101688,0,1
916135427,35100551,0,1
916135427,35100961,0,1
916135427,35100624,0,1
916135427,35806803,0,1
916135427,35803008,0,1
916135427,35100819,0,1
916135427,35101840,0,1
916135427,35101146,0,1
916135427,35101071,0,1
916135427,35100559,0,1
916135427,35803108,0,1
916135427,35100964,0,1
916135427,35803267,0,1
916135427,35100963,0,1
916135427,35807107,0,1
916135427,35101379,0,1
916135468,35805018,0,1
916135468,35807196,0,1
916135468,35101096,0,1
916135468,35805396,0,1
916135468,35100943,0,1
916135468,35101115,0,1
916135468,35100968,0,1
916135468,35100906,0,1
916135468,35803181,0,1
916135468,35807372,0,1
916135468,35100944,0,1
916135468,35101677,0,1
916135468,35100610,0,1
916135468,35101132,0,1
916135468,35101678,0,1
916135468,35101072,0,1
916135468,35100933,0,1
916135468,35101699,0,1
916135468,35100650,0,1
916135468,35101679,0,1
916135468,35100962,0,1
916135468,35101080,0,1
916135468,35806763,0,1
916135468,35101407,0,1
916135468,35100077,0,1
916135468,35802969,0,1
916135468,35101428,0,1
916135468,35100552,0,1
916135468,35100934,0,1
916135468,35100960,0,1
916135468,35101380,0,1
916135468,35807331,0,1
916135468,35101142,0,1
916135468,35100247,0,1
916135468,35101313,0,1
916135468,35101097,0,1
916135468,35100909,0,1
916135468,35101688,0,1
916135468,35100551,0,1
916135468,35100961,0,1
916135468,35100624,0,1
916135468,35806803,0,1
916135468,35803008,0,1
916135468,35100819,0,1
916135468,35101840,0,1
916135468,35101146,0,1
916135468,35101071,0,1
916135468,35100559,0,1
916135468,35803108,0,1
916135468,35100964,0,1
916135468,35803267,0,1
916135468,35100963,0,1
916135468,35807107,0,1
916135468,35101379,0,1
916135443,35805018,0,1
916135443,35807196,0,1
916135443,35101096,0,1
916135443,35805396,0,1
916135443,35100943,0,1
916135443,35101115,0,1
916135443,35100968,0,1
916135443,35100906,0,1
916135443,35803181,0,1
916135443,35807372,0,1
916135443,35100944,0,1
916135443,35101677,0,1
916135443,35100610,0,1
916135443,35101132,0,1
916135443,35101678,0,1
916135443,35101072,0,1
916135443,35100933,0,1
916135443,35101699,0,1
916135443,35100650,0,1
916135443,35101679,0,1
916135443,35100962,0,1
916135443,35101080,0,1
916135443,35806763,0,1
916135443,35101407,0,1
916135443,35100077,0,1
916135443,35802969,0,1
916135443,35101428,0,1
916135443,35100552,0,1
916135443,35100934,0,1
916135443,35100960,0,1
916135443,35101380,0,1
916135443,35807331,0,1
916135443,35101142,0,1
916135443,35100247,0,1
916135443,35101313,0,1
916135443,35101097,0,1
916135443,35100909,0,1
916135443,35101688,0,1
916135443,35100551,0,1
916135443,35100961,0,1
916135443,35100624,0,1
916135443,35806803,0,1
916135443,35803008,0,1
916135443,35100819,0,1
916135443,35101840,0,1
916135443,35101146,0,1
916135443,35101071,0,1
916135443,35100559,0,1
916135443,35803108,0,1
916135443,35100964,0,1
916135443,35803267,0,1
916135443,35100963,0,1
916135443,35807107,0,1
916135443,35101379,0,1
916135458,35805018,0,1
916135458,35807196,0,1
916135458,35101096,0,1
916135458,35805396,0,1
916135458,35100943,0,1
916135458,35101115,0,1
916135458,35100968,0,1
916135458,35100906,0,1
916135458,35803181,0,1
916135458,35807372,0,1
916135458,35100944,0,1
916135458,35101677,0,1
916135458,35100610,0,1
916135458,35101132,0,1
916135458,35101678,0,1
916135458,35101072,0,1
916135458,35100933,0,1
916135458,35101699,0,1
916135458,35100650,0,1
916135458,35101679,0,1
916135458,35100962,0,1
916135458,35101080,0,1
916135458,35806763,0,1
916135458,35101407,0,1
916135458,35100077,0,1
916135458,35802969,0,1
916135458,35101428,0,1
916135458,35100552,0,1
916135458,35100934,0,1
916135458,35100960,0,1
916135458,35101380,0,1
916135458,35807331,0,1
916135458,35101142,0,1
916135458,35100247,0,1
916135458,35101313,0,1
916135458,35101097,0,1
916135458,35100909,0,1
916135458,35101688,0,1
916135458,35100551,0,1
916135458,35100961,0,1
916135458,35100624,0,1
916135458,35806803,0,1
916135458,35803008,0,1
916135458,35100819,0,1
916135458,35101840,0,1
916135458,35101146,0,1
916135458,35101071,0,1
916135458,35100559,0,1
916135458,35803108,0,1
916135458,35100964,0,1
916135458,35803267,0,1
916135458,35100963,0,1
916135458,35807107,0,1
916135458,35101379,0,1
916135459,35805018,0,1
916135459,35807196,0,1
916135459,35101096,0,1
916135459,35805396,0,1
916135459,35100943,0,1
916135459,35101115,0,1
916135459,35100968,0,1
916135459,35100906,0,1
916135459,35803181,0,1
916135459,35807372,0,1
916135459,35100944,0,1
916135459,35101677,0,1
916135459,35100610,0,1
916135459,35101132,0,1
916135459,35101678,0,1
916135459,35101072,0,1
916135459,35100933,0,1
916135459,35101699,0,1
916135459,35100650,0,1
916135459,35101679,0,1
916135459,35100962,0,1
916135459,35101080,0,1
916135459,35806763,0,1
916135459,35101407,0,1
916135459,35100077,0,1
916135459,35802969,0,1
916135459,35101428,0,1
916135459,35100552,0,1
916135459,35100934,0,1
916135459,35100960,0,1
916135459,35101380,0,1
916135459,35807331,0,1
916135459,35101142,0,1
916135459,35100247,0,1
916135459,35101313,0,1
916135459,35101097,0,1
916135459,35100909,0,1
916135459,35101688,0,1
916135459,35100551,0,1
916135459,35100961,0,1
916135459,35100624,0,1
916135459,35806803,0,1
916135459,35803008,0,1
916135459,35100819,0,1
916135459,35101840,0,1
916135459,35101146,0,1
916135459,35101071,0,1
916135459,35100559,0,1
916135459,35803108,0,1
916135459,35100964,0,1
916135459,35803267,0,1
916135459,35100963,0,1
916135459,35807107,0,1
916135459,35101379,0,1
916135417,35805018,0,1
916135417,35807196,0,1
916135417,35101096,0,1
916135417,35805396,0,1
916135417,35100943,0,1
916135417,35101115,0,1
916135417,35100968,0,1
916135417,35100906,0,1
916135417,35803181,0,1
916135417,35807372,0,1
916135417,35100944,0,1
916135417,35101677,0,1
916135417,35100610,0,1
916135417,35101132,0,1
916135417,35101678,0,1
916135417,35101072,0,1
916135417,35100933,0,1
916135417,35101699,0,1
916135417,35100650,0,1
916135417,35101679,0,1
916135417,35100962,0,1
916135417,35101080,0,1
916135417,35806763,0,1
916135417,35101407,0,1
916135417,35100077,0,1
916135417,35802969,0,1
916135417,35101428,0,1
916135417,35100552,0,1
916135417,35100934,0,1
916135417,35100960,0,1
916135417,35101380,0,1
916135417,35807331,0,1
916135417,35101142,0,1
916135417,35100247,0,1
916135417,35101313,0,1
916135417,35101097,0,1
916135417,35100909,0,1
916135417,35101688,0,1
916135417,35100551,0,1
916135417,35100961,0,1
916135417,35100624,0,1
916135417,35806803,0,1
916135417,35803008,0,1
916135417,35100819,0,1
916135417,35101840,0,1
916135417,35101146,0,1
916135417,35101071,0,1
916135417,35100559,0,1
916135417,35803108,0,1
916135417,35100964,0,1
916135417,35803267,0,1
916135417,35100963,0,1
916135417,35807107,0,1
916135417,35101379,0,1
916135460,35805018,0,1
916135460,35807196,0,1
916135460,35101096,0,1
916135460,35805396,0,1
916135460,35100943,0,1
916135460,35101115,0,1
916135460,35100968,0,1
916135460,35100906,0,1
916135460,35803181,0,1
916135460,35807372,0,1
916135460,35100944,0,1
916135460,35101677,0,1
916135460,35100610,0,1
916135460,35101132,0,1
916135460,35101678,0,1
916135460,35101072,0,1
916135460,35100933,0,1
916135460,35101699,0,1
916135460,35100650,0,1
916135460,35101679,0,1
916135460,35100962,0,1
916135460,35101080,0,1
916135460,35806763,0,1
916135460,35101407,0,1
916135460,35100077,0,1
916135460,35802969,0,1
916135460,35101428,0,1
916135460,35100552,0,1
916135460,35100934,0,1
916135460,35100960,0,1
916135460,35101380,0,1
916135460,35807331,0,1
916135460,35101142,0,1
916135460,35100247,0,1
916135460,35101313,0,1
916135460,35101097,0,1
916135460,35100909,0,1
916135460,35101688,0,1
916135460,35100551,0,1
916135460,35100961,0,1
916135460,35100624,0,1
916135460,35806803,0,1
916135460,35803008,0,1
916135460,35100819,0,1
916135460,35101840,0,1
916135460,35101146,0,1
916135460,35101071,0,1
916135460,35100559,0,1
916135460,35803108,0,1
916135460,35100964,0,1
916135460,35803267,0,1
916135460,35100963,0,1
916135460,35807107,0,1
916135460,35101379,0,1
916135469,35805018,0,1
916135469,35807196,0,1
916135469,35101096,0,1
916135469,35805396,0,1
916135469,35100943,0,1
916135469,35101115,0,1
916135469,35100968,0,1
916135469,35100906,0,1
916135469,35803181,0,1
916135469,35807372,0,1
916135469,35100944,0,1
916135469,35101677,0,1
916135469,35100610,0,1
916135469,35101132,0,1
916135469,35101678,0,1
916135469,35101072,0,1
916135469,35100933,0,1
916135469,35101699,0,1
916135469,35100650,0,1
916135469,35101679,0,1
916135469,35100962,0,1
916135469,35101080,0,1
916135469,35806763,0,1
916135469,35101407,0,1
916135469,35100077,0,1
916135469,35802969,0,1
916135469,35101428,0,1
916135469,35100552,0,1
916135469,35100934,0,1
916135469,35100960,0,1
916135469,35101380,0,1
916135469,35807331,0,1
916135469,35101142,0,1
916135469,35100247,0,1
916135469,35101313,0,1
916135469,35101097,0,1
916135469,35100909,0,1
916135469,35101688,0,1
916135469,35100551,0,1
916135469,35100961,0,1
916135469,35100624,0,1
916135469,35806803,0,1
916135469,35803008,0,1
916135469,35100819,0,1
916135469,35101840,0,1
916135469,35101146,0,1
916135469,35101071,0,1
916135469,35100559,0,1
916135469,35803108,0,1
916135469,35100964,0,1
916135469,35803267,0,1
916135469,35100963,0,1
916135469,35807107,0,1
916135469,35101379,0,1
916135470,35805018,0,1
916135470,35807196,0,1
916135470,35101096,0,1
916135470,35805396,0,1
916135470,35100943,0,1
916135470,35101115,0,1
916135470,35100968,0,1
916135470,35100906,0,1
916135470,35803181,0,1
916135470,35807372,0,1
916135470,35100944,0,1
916135470,35101677,0,1
916135470,35100610,0,1
916135470,35101132,0,1
916135470,35101678,0,1
916135470,35101072,0,1
916135470,35100933,0,1
916135470,35101699,0,1
916135470,35100650,0,1
916135470,35101679,0,1
916135470,35100962,0,1
916135470,35101080,0,1
916135470,35806763,0,1
916135470,35101407,0,1
916135470,35100077,0,1
916135470,35802969,0,1
916135470,35101428,0,1
916135470,35100552,0,1
916135470,35100934,0,1
916135470,35100960,0,1
916135470,35101380,0,1
916135470,35807331,0,1
916135470,35101142,0,1
916135470,35100247,0,1
916135470,35101313,0,1
916135470,35101097,0,1
916135470,35100909,0,1
916135470,35101688,0,1
916135470,35100551,0,1
916135470,35100961,0,1
916135470,35100624,0,1
916135470,35806803,0,1
916135470,35803008,0,1
916135470,35100819,0,1
916135470,35101840,0,1
916135470,35101146,0,1
916135470,35101071,0,1
916135470,35100559,0,1
916135470,35803108,0,1
916135470,35100964,0,1
916135470,35803267,0,1
916135470,35100963,0,1
916135470,35807107,0,1
916135470,35101379,0,1
916135578,35805018,0,1
916135578,35807196,0,1
916135578,35101096,0,1
916135578,35805396,0,1
916135578,35100943,0,1
916135578,35101115,0,1
916135578,35100968,0,1
916135578,35100906,0,1
916135578,35803181,0,1
916135578,35807372,0,1
916135578,35100944,0,1
916135578,35101677,0,1
916135578,35100610,0,1
916135578,35101132,0,1
916135578,35101678,0,1
916135578,35101072,0,1
916135578,35100933,0,1
916135578,35101699,0,1
916135578,35100650,0,1
916135578,35101679,0,1
916135578,35100962,0,1
916135578,35101080,0,1
916135578,35806763,0,1
916135578,35101407,0,1
916135578,35100077,0,1
916135578,35802969,0,1
916135578,35101428,0,1
916135578,35100552,0,1
916135578,35100934,0,1
916135578,35100960,0,1
916135578,35101380,0,1
916135578,35807331,0,1
916135578,35101142,0,1
916135578,35100247,0,1
916135578,35101313,0,1
916135578,35101097,0,1
916135578,35100909,0,1
916135578,35101688,0,1
916135578,35100551,0,1
916135578,35100961,0,1
916135578,35100624,0,1
916135578,35806803,0,1
916135578,35803008,0,1
916135578,35100819,0,1
916135578,35101840,0,1
916135578,35101146,0,1
916135578,35101071,0,1
916135578,35100559,0,1
916135578,35803108,0,1
916135578,35100964,0,1
916135578,35803267,0,1
916135578,35100963,0,1
916135578,35807107,0,1
916135578,35101379,0,1
916135471,35805018,0,1
916135471,35807196,0,1
916135471,35101096,0,1
916135471,35805396,0,1
916135471,35100943,0,1
916135471,35101115,0,1
916135471,35100968,0,1
916135471,35100906,0,1
916135471,35803181,0,1
916135471,35807372,0,1
916135471,35100944,0,1
916135471,35101677,0,1
916135471,35100610,0,1
916135471,35101132,0,1
916135471,35101678,0,1
916135471,35101072,0,1
916135471,35100933,0,1
916135471,35101699,0,1
916135471,35100650,0,1
916135471,35101679,0,1
916135471,35100962,0,1
916135471,35101080,0,1
916135471,35806763,0,1
916135471,35101407,0,1
916135471,35100077,0,1
916135471,35802969,0,1
916135471,35101428,0,1
916135471,35100552,0,1
916135471,35100934,0,1
916135471,35100960,0,1
916135471,35101380,0,1
916135471,35807331,0,1
916135471,35101142,0,1
916135471,35100247,0,1
916135471,35101313,0,1
916135471,35101097,0,1
916135471,35100909,0,1
916135471,35101688,0,1
916135471,35100551,0,1
916135471,35100961,0,1
916135471,35100624,0,1
916135471,35806803,0,1
916135471,35803008,0,1
916135471,35100819,0,1
916135471,35101840,0,1
916135471,35101146,0,1
916135471,35101071,0,1
916135471,35100559,0,1
916135471,35803108,0,1
916135471,35100964,0,1
916135471,35803267,0,1
916135471,35100963,0,1
916135471,35807107,0,1
916135471,35101379,0,1
916135472,35805018,0,1
916135472,35807196,0,1
916135472,35101096,0,1
916135472,35805396,0,1
916135472,35100943,0,1
916135472,35101115,0,1
916135472,35100968,0,1
916135472,35100906,0,1
916135472,35803181,0,1
916135472,35807372,0,1
916135472,35100944,0,1
916135472,35101677,0,1
916135472,35100610,0,1
916135472,35101132,0,1
916135472,35101678,0,1
916135472,35101072,0,1
916135472,35100933,0,1
916135472,35101699,0,1
916135472,35100650,0,1
916135472,35101679,0,1
916135472,35100962,0,1
916135472,35101080,0,1
916135472,35806763,0,1
916135472,35101407,0,1
916135472,35100077,0,1
916135472,35802969,0,1
916135472,35101428,0,1
916135472,35100552,0,1
916135472,35100934,0,1
916135472,35100960,0,1
916135472,35101380,0,1
916135472,35807331,0,1
916135472,35101142,0,1
916135472,35100247,0,1
916135472,35101313,0,1
916135472,35101097,0,1
916135472,35100909,0,1
916135472,35101688,0,1
916135472,35100551,0,1
916135472,35100961,0,1
916135472,35100624,0,1
916135472,35806803,0,1
916135472,35803008,0,1
916135472,35100819,0,1
916135472,35101840,0,1
916135472,35101146,0,1
916135472,35101071,0,1
916135472,35100559,0,1
916135472,35803108,0,1
916135472,35100964,0,1
916135472,35803267,0,1
916135472,35100963,0,1
916135472,35807107,0,1
916135472,35101379,0,1
916135421,35805018,0,1
916135421,35807196,0,1
916135421,35101096,0,1
916135421,35805396,0,1
916135421,35100943,0,1
916135421,35101115,0,1
916135421,35100968,0,1
916135421,35100906,0,1
916135421,35803181,0,1
916135421,35807372,0,1
916135421,35100944,0,1
916135421,35101677,0,1
916135421,35100610,0,1
916135421,35101132,0,1
916135421,35101678,0,1
916135421,35101072,0,1
916135421,35100933,0,1
916135421,35101699,0,1
916135421,35100650,0,1
916135421,35101679,0,1
916135421,35100962,0,1
916135421,35101080,0,1
916135421,35806763,0,1
916135421,35101407,0,1
916135421,35100077,0,1
916135421,35802969,0,1
916135421,35101428,0,1
916135421,35100552,0,1
916135421,35100934,0,1
916135421,35100960,0,1
916135421,35101380,0,1
916135421,35807331,0,1
916135421,35101142,0,1
916135421,35100247,0,1
916135421,35101313,0,1
916135421,35101097,0,1
916135421,35100909,0,1
916135421,35101688,0,1
916135421,35100551,0,1
916135421,35100961,0,1
916135421,35100624,0,1
916135421,35806803,0,1
916135421,35803008,0,1
916135421,35100819,0,1
916135421,35101840,0,1
916135421,35101146,0,1
916135421,35101071,0,1
916135421,35100559,0,1
916135421,35803108,0,1
916135421,35100964,0,1
916135421,35803267,0,1
916135421,35100963,0,1
916135421,35807107,0,1
916135421,35101379,0,1
916135621,35805018,0,1
916135621,35807196,0,1
916135621,35101096,0,1
916135621,35805396,0,1
916135621,35100943,0,1
916135621,35101115,0,1
916135621,35100968,0,1
916135621,35100906,0,1
916135621,35803181,0,1
916135621,35807372,0,1
916135621,35100944,0,1
916135621,35101677,0,1
916135621,35100610,0,1
916135621,35101132,0,1
916135621,35101678,0,1
916135621,35101072,0,1
916135621,35100933,0,1
916135621,35101699,0,1
916135621,35100650,0,1
916135621,35101679,0,1
916135621,35100962,0,1
916135621,35101080,0,1
916135621,35806763,0,1
916135621,35101407,0,1
916135621,35100077,0,1
916135621,35802969,0,1
916135621,35101428,0,1
916135621,35100552,0,1
916135621,35100934,0,1
916135621,35100960,0,1
916135621,35101380,0,1
916135621,35807331,0,1
916135621,35101142,0,1
916135621,35100247,0,1
916135621,35101313,0,1
916135621,35101097,0,1
916135621,35100909,0,1
916135621,35101688,0,1
916135621,35100551,0,1
916135621,35100961,0,1
916135621,35100624,0,1
916135621,35806803,0,1
916135621,35803008,0,1
916135621,35100819,0,1
916135621,35101840,0,1
916135621,35101146,0,1
916135621,35101071,0,1
916135621,35100559,0,1
916135621,35803108,0,1
916135621,35100964,0,1
916135621,35803267,0,1
916135621,35100963,0,1
916135621,35807107,0,1
916135621,35101379,0,1
916135430,35805018,0,1
916135430,35807196,0,1
916135430,35101096,0,1
916135430,35805396,0,1
916135430,35100943,0,1
916135430,35101115,0,1
916135430,35100968,0,1
916135430,35100906,0,1
916135430,35803181,0,1
916135430,35807372,0,1
916135430,35100944,0,1
916135430,35101677,0,1
916135430,35100610,0,1
916135430,35101132,0,1
916135430,35101678,0,1
916135430,35101072,0,1
916135430,35100933,0,1
916135430,35101699,0,1
916135430,35100650,0,1
916135430,35101679,0,1
916135430,35100962,0,1
916135430,35101080,0,1
916135430,35806763,0,1
916135430,35101407,0,1
916135430,35100077,0,1
916135430,35802969,0,1
916135430,35101428,0,1
916135430,35100552,0,1
916135430,35100934,0,1
916135430,35100960,0,1
916135430,35101380,0,1
916135430,35807331,0,1
916135430,35101142,0,1
916135430,35100247,0,1
916135430,35101313,0,1
916135430,35101097,0,1
916135430,35100909,0,1
916135430,35101688,0,1
916135430,35100551,0,1
916135430,35100961,0,1
916135430,35100624,0,1
916135430,35806803,0,1
916135430,35803008,0,1
916135430,35100819,0,1
916135430,35101840,0,1
916135430,35101146,0,1
916135430,35101071,0,1
916135430,35100559,0,1
916135430,35803108,0,1
916135430,35100964,0,1
916135430,35803267,0,1
916135430,35100963,0,1
916135430,35807107,0,1
916135430,35101379,0,1
916135465,35805018,0,1
916135465,35807196,0,1
916135465,35101096,0,1
916135465,35805396,0,1
916135465,35100943,0,1
916135465,35101115,0,1
916135465,35100968,0,1
916135465,35100906,0,1
916135465,35803181,0,1
916135465,35807372,0,1
916135465,35100944,0,1
916135465,35101677,0,1
916135465,35100610,0,1
916135465,35101132,0,1
916135465,35101678,0,1
916135465,35101072,0,1
916135465,35100933,0,1
916135465,35101699,0,1
916135465,35100650,0,1
916135465,35101679,0,1
916135465,35100962,0,1
916135465,35101080,0,1
916135465,35806763,0,1
916135465,35101407,0,1
916135465,35100077,0,1
916135465,35802969,0,1
916135465,35101428,0,1
916135465,35100552,0,1
916135465,35100934,0,1
916135465,35100960,0,1
916135465,35101380,0,1
916135465,35807331,0,1
916135465,35101142,0,1
916135465,35100247,0,1
916135465,35101313,0,1
916135465,35101097,0,1
916135465,35100909,0,1
916135465,35101688,0,1
916135465,35100551,0,1
916135465,35100961,0,1
916135465,35100624,0,1
916135465,35806803,0,1
916135465,35803008,0,1
916135465,35100819,0,1
916135465,35101840,0,1
916135465,35101146,0,1
916135465,35101071,0,1
916135465,35100559,0,1
916135465,35803108,0,1
916135465,35100964,0,1
916135465,35803267,0,1
916135465,35100963,0,1
916135465,35807107,0,1
916135465,35101379,0,1
916135432,35805018,0,1
916135432,35807196,0,1
916135432,35101096,0,1
916135432,35805396,0,1
916135432,35100943,0,1
916135432,35101115,0,1
916135432,35100968,0,1
916135432,35100906,0,1
916135432,35803181,0,1
916135432,35807372,0,1
916135432,35100944,0,1
916135432,35101677,0,1
916135432,35100610,0,1
916135432,35101132,0,1
916135432,35101678,0,1
916135432,35101072,0,1
916135432,35100933,0,1
916135432,35101699,0,1
916135432,35100650,0,1
916135432,35101679,0,1
916135432,35100962,0,1
916135432,35101080,0,1
916135432,35806763,0,1
916135432,35101407,0,1
916135432,35100077,0,1
916135432,35802969,0,1
916135432,35101428,0,1
916135432,35100552,0,1
916135432,35100934,0,1
916135432,35100960,0,1
916135432,35101380,0,1
916135432,35807331,0,1
916135432,35101142,0,1
916135432,35100247,0,1
916135432,35101313,0,1
916135432,35101097,0,1
916135432,35100909,0,1
916135432,35101688,0,1
916135432,35100551,0,1
916135432,35100961,0,1
916135432,35100624,0,1
916135432,35806803,0,1
916135432,35803008,0,1
916135432,35100819,0,1
916135432,35101840,0,1
916135432,35101146,0,1
916135432,35101071,0,1
916135432,35100559,0,1
916135432,35803108,0,1
916135432,35100964,0,1
916135432,35803267,0,1
916135432,35100963,0,1
916135432,35807107,0,1
916135432,35101379,0,1
916135417,35805018,0,1
916135417,35101080,0,1
916135417,35100953,0,1
916135417,35101688,0,1
916135417,35807107,0,1
916135421,35805018,0,1
916135421,35101080,0,1
916135421,35100953,0,1
916135421,35101688,0,1
916135421,35807107,0,1
916135432,35805018,0,1
916135432,35101080,0,1
916135432,35100953,0,1
916135432,35101688,0,1
916135432,35807107,0,1
916135667,35805018,0,1
916135667,35101080,0,1
916135667,35100953,0,1
916135667,35101688,0,1
916135667,35807107,0,1
916135459,35805018,0,1
916135459,35101688,0,1
916135459,35100949,0,1
916135668,35805018,0,1
916135668,35101688,0,1
916135668,35100949,0,1
916135513,35805018,0,1
916135513,35101688,0,1
916135513,35100949,0,1
916135669,35805018,0,1
916135669,35101688,0,1
916135669,35100949,0,1
916135417,35805018,0,1
916135417,35101688,0,1
916135417,35100949,0,1
916135421,35805018,0,1
916135421,35101688,0,1
916135421,35100949,0,1
916135553,35805018,0,1
916135553,35101688,0,1
916135553,35100949,0,1
916135464,35805018,0,1
916135464,35101688,0,1
916135464,35100949,0,1
916135670,35805018,0,1
916135670,35101688,0,1
916135670,35100949,0,1
916135432,35805018,0,1
916135432,35101688,0,1
916135432,35100949,0,1
916135667,35805018,0,1
916135667,35101688,0,1
916135667,35100949,0,1
916135632,35805018,0,1
916135632,35101688,0,1
916135632,35100949,0,1
916135459,35805018,0,1
916135459,35803832,0,1
916135459,35101688,0,1
916135512,35805018,0,1
916135512,35803832,0,1
916135512,35101688,0,1
916135417,35805018,0,1
916135417,35803832,0,1
916135417,35101688,0,1
916135589,35805018,0,1
916135589,35803832,0,1
916135589,35101688,0,1
916135671,35805018,0,1
916135671,35803832,0,1
916135671,35101688,0,1
916135672,35805018,0,1
916135672,35803832,0,1
916135672,35101688,0,1
916135464,35805018,0,1
916135464,35803832,0,1
916135464,35101688,0,1
916135632,35805018,0,1
916135632,35803832,0,1
916135632,35101688,0,1
916135673,35805018,0,1
916135673,35803832,0,1
916135673,35101688,0,1
916135674,35803069,0,1
916135430,35803069,0,1
916135675,35803069,0,1
916135445,35802877,0,1
916135445,35803654,0,1
916135445,35803655,0,1
916135446,35802877,0,1
916135446,35803654,0,1
916135446,35803655,0,1
916135426,35802877,0,1
916135426,35803654,0,1
916135426,35803655,0,1
916135427,35802877,0,1
916135427,35803654,0,1
916135427,35803655,0,1
916135447,35802877,0,1
916135447,35803654,0,1
916135447,35803655,0,1
916135417,35802877,0,1
916135417,35803654,0,1
916135417,35803655,0,1
916135421,35802877,0,1
916135421,35803654,0,1
916135421,35803655,0,1
916135676,35802877,0,1
916135676,35803654,0,1
916135676,35803655,0,1
916135430,35802877,0,1
916135430,35803654,0,1
916135430,35803655,0,1
916135431,35802877,0,1
916135431,35803654,0,1
916135431,35803655,0,1
916135432,35802877,0,1
916135432,35803654,0,1
916135432,35803655,0,1
916135434,35802877,0,1
916135434,35803654,0,1
916135434,35803655,0,1
916135677,35803001,0,1
916135443,35803001,0,1
916135678,35803001,0,1
916135417,35803001,0,1
916135421,35803001,0,1
916135417,35805954,0,1
916135417,35805957,0,1
916135417,35805958,0,1
916135417,35805956,0,1
916135679,35805954,0,1
916135679,35805957,0,1
916135679,35805958,0,1
916135679,35805956,0,1
916135680,35805954,0,1
916135680,35805957,0,1
916135680,35805958,0,1
916135680,35805956,0,1
916135420,35805954,0,1
916135420,35805957,0,1
916135420,35805958,0,1
916135420,35805956,0,1
916135421,35805954,0,1
916135421,35805957,0,1
916135421,35805958,0,1
916135421,35805956,0,1
916135432,35805954,0,1
916135432,35805957,0,1
916135432,35805958,0,1
916135432,35805956,0,1
916135434,35805954,0,1
916135434,35805957,0,1
916135434,35805958,0,1
916135434,35805956,0,1
916135664,35805954,0,1
916135664,35805957,0,1
916135664,35805958,0,1
916135664,35805956,0,1
916135681,35805954,0,1
916135681,35805957,0,1
916135681,35805958,0,1
916135681,35805956,0,1
916135426,35804688,0,1
916135426,35804695,0,1
916135426,35804702,0,1
916135426,35804660,0,1
916135426,35804696,0,1
916135426,35804666,0,1
916135426,35804650,0,1
916135426,35100421,0,1
916135426,35804653,0,1
916135426,35804686,0,1
916135426,35804668,0,1
916135426,35802958,0,1
916135426,35804677,0,1
916135426,35804697,0,1
916135426,35804679,0,1
916135427,35804688,0,1
916135427,35804695,0,1
916135427,35804702,0,1
916135427,35804660,0,1
916135427,35804696,0,1
916135427,35804666,0,1
916135427,35804650,0,1
916135427,35100421,0,1
916135427,35804653,0,1
916135427,35804686,0,1
916135427,35804668,0,1
916135427,35802958,0,1
916135427,35804677,0,1
916135427,35804697,0,1
916135427,35804679,0,1
916135682,35804688,0,1
916135682,35804695,0,1
916135682,35804702,0,1
916135682,35804660,0,1
916135682,35804696,0,1
916135682,35804666,0,1
916135682,35804650,0,1
916135682,35100421,0,1
916135682,35804653,0,1
916135682,35804686,0,1
916135682,35804668,0,1
916135682,35802958,0,1
916135682,35804677,0,1
